season,recent_team,week,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_2pt_conversions,special_teams_tds,fantasy_points,fantasy_points_ppr
1999,ARI,1,25,48,274,1,3,1,8,0,0,0,0,15,0,36,78,1,1,1,6,0,25,47,274,1,1,0,0,0,15,0,0,54.16,79.16
1999,ARI,2,12,28,138,0,4,2,18,0,0,0,0,5,0,28,64,0,0,0,3,0,12,28,138,0,0,0,0,0,5,0,0,17.72,29.72
1999,ARI,3,16,31,176,0,2,5,27,1,0,0,0,9,0,29,101,1,1,0,8,0,16,29,176,0,1,1,0,0,9,0,0,34.74,50.739999999999995
1999,ARI,4,20,38,141,1,3,1,4,0,0,0,0,8,0,21,71,0,0,0,2,0,20,38,141,1,0,0,0,0,8,0,0,30.84,50.84
1999,ARI,5,17,27,197,1,0,4,22,0,0,0,0,11,0,26,32,1,0,0,2,0,17,27,197,1,0,0,0,0,11,0,0,46.78,63.78
1999,ARI,6,20,43,216,1,3,2,9,0,0,0,0,12,0,20,67,0,0,0,2,0,20,40,216,1,0,0,0,0,12,0,0,40.94,60.94
1999,ARI,8,13,39,111,0,2,3,21,0,0,0,0,4,0,19,76,0,0,0,4,0,13,39,111,0,0,0,0,0,4,0,0,19.14,32.14
1999,ARI,9,16,26,199,0,0,6,48,2,0,0,0,6,0,18,55,1,0,0,4,0,16,26,199,0,1,1,0,0,6,0,0,37.36,53.36
1999,ARI,10,16,30,209,0,0,3,25,0,0,0,0,9,0,31,157,2,2,1,7,0,16,29,209,0,0,0,0,0,9,0,0,54.96,70.96000000000001
1999,ARI,11,13,29,115,1,2,2,10,0,0,0,0,6,0,30,102,0,0,0,7,0,13,25,115,1,1,0,0,0,6,0,0,32.3,45.3
1999,ARI,12,23,35,251,2,0,4,29,2,1,0,0,13,0,34,69,1,1,0,8,0,23,35,251,2,0,0,0,0,13,0,0,66.03999999999999,89.03999999999999
1999,ARI,13,20,38,179,1,1,1,6,1,0,0,0,9,0,19,54,1,1,0,4,0,20,37,179,1,2,1,0,0,9,0,0,42.46,62.46
1999,ARI,14,14,30,140,0,2,5,27,1,0,0,0,6,0,14,53,0,1,1,1,0,14,29,140,0,0,0,0,0,6,0,0,18.9,32.9
1999,ARI,15,11,30,119,1,1,2,11,0,0,0,0,7,0,21,70,2,0,0,5,0,11,28,119,1,0,0,0,0,7,0,0,43.660000000000004,54.66
1999,ARI,16,15,26,217,0,2,1,5,0,0,0,0,7,0,23,70,2,1,0,7,0,15,24,217,0,0,0,0,0,7,0,0,45.379999999999995,60.379999999999995
1999,ARI,17,35,57,396,2,3,3,12,0,0,0,0,22,0,24,80,1,1,1,7,0,35,56,396,2,1,0,0,0,22,0,0,81.44,116.44
1999,ATL,1,18,31,290,1,0,2,12,1,1,0,0,16,0,23,81,1,0,0,3,0,18,31,290,1,1,1,0,11,16,0,0,60.7,78.7
1999,ATL,2,16,38,262,1,3,4,23,1,1,0,0,11,0,24,85,0,1,0,2,0,16,34,262,1,0,0,0,0,11,0,0,47.18,63.18
1999,ATL,3,18,30,174,1,1,2,15,0,0,0,0,10,0,22,68,0,1,0,2,0,18,30,174,1,0,0,0,0,10,0,0,39.160000000000004,57.16
1999,ATL,4,23,44,238,1,0,2,11,1,1,0,0,14,0,26,52,0,1,1,4,0,23,42,238,1,1,1,0,0,14,0,0,42.519999999999996,65.52
1999,ATL,5,11,20,162,1,0,3,15,1,1,0,0,4,0,33,104,1,2,1,8,0,11,19,162,1,0,0,0,0,4,0,0,45.08,56.08
1999,ATL,6,20,36,294,1,2,4,24,0,0,0,0,14,0,18,46,0,1,1,2,0,20,34,294,1,0,0,0,0,14,0,0,49.76,69.76
1999,ATL,7,20,34,233,1,1,7,46,0,0,0,0,14,0,24,48,0,1,0,1,0,20,31,233,1,0,0,0,0,14,0,0,45.42,65.42
1999,ATL,8,14,21,201,2,0,3,25,0,0,0,0,10,0,32,107,1,0,0,9,0,14,21,201,2,0,0,0,0,10,0,0,64.84,78.84
1999,ATL,9,17,28,203,1,2,9,63,0,0,0,0,9,0,11,42,0,0,0,1,0,17,26,203,1,1,0,0,0,9,0,0,38.62,55.62
1999,ATL,11,14,25,109,0,2,2,17,0,0,0,0,4,0,24,76,1,1,0,5,0,14,25,109,0,0,0,0,0,4,0,0,24.86,38.86
1999,ATL,12,24,42,315,4,0,4,36,1,1,0,0,16,0,14,53,0,0,0,3,0,24,40,315,4,0,0,0,0,16,0,0,87.4,111.4
1999,ATL,13,15,25,233,2,3,0,0,0,0,0,0,10,0,28,128,2,0,0,9,0,15,21,233,2,0,0,0,0,10,0,0,71.42,86.42
1999,ATL,14,9,27,106,0,1,5,39,0,0,0,0,4,0,12,38,0,0,0,1,0,9,27,106,0,0,0,0,0,4,0,1,22.64,31.64
1999,ATL,15,24,43,310,2,3,2,19,0,0,0,0,17,0,18,47,0,3,3,2,0,24,42,310,2,0,0,0,0,17,0,0,56.1,80.1
1999,ATL,16,14,23,230,1,0,0,0,0,0,0,0,10,0,39,163,3,1,0,11,0,14,23,230,1,0,0,0,0,10,0,0,76.5,90.5
1999,ATL,17,18,34,302,3,0,0,0,0,0,0,0,15,0,21,37,0,1,0,3,0,18,34,302,3,0,0,0,0,15,0,1,81.98,99.98
1999,BAL,2,14,31,178,1,2,2,11,1,1,0,0,8,0,26,83,1,0,0,3,0,14,31,178,1,0,0,0,0,8,0,0,43.22,57.22
1999,BAL,3,12,25,165,0,3,4,15,0,0,0,0,6,0,36,183,1,0,0,9,0,12,22,165,0,0,0,0,0,6,0,0,41.4,53.4
1999,BAL,4,13,27,192,2,0,5,29,0,0,0,0,9,0,34,144,0,0,0,8,0,13,27,192,2,0,0,0,0,9,0,0,61.28,74.28
1999,BAL,5,14,35,194,0,0,3,29,0,0,0,0,7,0,26,68,0,1,1,5,0,14,35,194,0,0,0,0,0,7,0,0,31.96,45.96
1999,BAL,7,23,51,172,0,3,0,0,0,0,0,0,7,0,27,105,1,0,0,8,1,23,49,172,0,0,0,0,0,7,0,0,36.58,59.58
1999,BAL,8,13,34,129,1,1,3,11,0,0,0,0,9,0,27,82,0,1,1,3,0,13,32,129,1,0,0,0,0,9,0,0,32.26,45.26
1999,BAL,9,14,25,129,1,0,2,17,0,0,0,0,9,0,38,203,3,0,0,11,0,14,25,129,1,0,0,0,0,9,0,0,66.36,80.36
1999,BAL,10,17,33,176,0,0,4,22,1,0,0,0,8,0,24,88,0,0,0,4,0,17,32,176,0,1,1,0,0,8,0,0,31.439999999999998,48.44
1999,BAL,11,24,40,274,2,1,7,49,2,1,0,0,10,0,26,56,1,0,0,4,0,24,38,274,2,0,0,0,0,10,0,0,65.96000000000001,89.96000000000001
1999,BAL,12,17,34,214,2,1,3,15,2,2,0,0,11,0,22,81,0,0,0,3,0,17,34,214,2,1,0,0,0,11,0,0,52.06,69.06
1999,BAL,13,18,31,332,4,0,1,0,1,1,0,0,12,0,22,116,0,0,0,4,0,18,30,332,4,0,0,0,0,12,0,0,96.08,114.08
1999,BAL,14,8,26,268,3,0,4,26,2,0,0,0,6,0,25,132,1,1,0,3,0,8,26,268,3,0,0,0,0,6,0,0,86.72,94.72
1999,BAL,15,23,38,264,2,4,5,24,0,0,0,0,12,0,24,61,0,0,0,2,0,23,35,264,2,0,0,0,0,12,0,0,55.06,78.06
1999,BAL,16,14,32,178,1,1,1,6,0,0,0,0,7,0,31,129,0,0,0,6,0,14,31,178,1,0,0,0,0,7,0,0,45.82,59.82
1999,BAL,17,26,40,251,0,2,7,57,1,1,0,0,14,0,23,119,0,0,0,8,0,26,40,251,0,1,1,0,0,14,0,0,39.04,65.03999999999999
1999,BUF,1,22,42,300,1,2,5,26,1,1,0,0,15,0,15,47,0,0,0,1,1,22,42,300,1,0,0,0,0,15,0,0,52.7,74.7
1999,BUF,2,14,24,153,0,0,0,0,0,0,0,0,10,0,46,210,2,2,1,10,0,14,23,153,0,0,0,0,0,10,0,0,52.42,66.42
1999,BUF,3,20,29,195,1,1,1,9,0,0,0,0,13,0,40,191,1,2,0,11,0,20,29,195,1,0,0,0,0,13,0,0,60.4,80.4
1999,BUF,4,12,25,186,1,0,1,9,0,0,0,0,6,0,27,73,0,0,0,4,0,12,25,186,1,0,0,0,0,6,0,0,43.34,55.34
1999,BUF,5,21,31,261,3,0,2,7,0,0,0,0,15,0,33,111,0,1,1,8,0,21,31,261,3,0,0,0,94,15,0,0,75.64,96.64
1999,BUF,6,19,40,210,1,2,1,9,0,0,0,0,9,0,13,109,1,0,0,5,0,19,39,210,1,0,0,0,66,9,0,0,52.3,71.3
1999,BUF,7,24,49,294,2,1,3,40,1,1,0,0,13,0,25,98,0,0,0,9,0,24,49,294,2,0,0,0,1,13,0,0,66.96,90.96
1999,BUF,8,16,38,136,0,3,2,9,0,0,0,0,7,0,29,111,0,0,0,7,0,16,38,136,0,0,0,0,0,7,0,0,24.14,40.14
1999,BUF,9,16,22,211,2,0,1,2,0,0,0,0,12,0,49,204,2,0,0,12,0,16,22,211,2,0,0,0,0,12,0,0,81.94,97.94
1999,BUF,10,10,20,157,1,0,0,0,0,0,0,0,8,0,46,162,1,0,0,8,0,10,19,157,1,0,0,0,0,8,0,0,54.18,64.18
1999,BUF,11,22,40,220,1,2,2,15,1,1,0,0,10,0,17,68,0,1,0,2,0,22,39,220,1,0,0,0,0,10,0,0,41.6,63.599999999999994
1999,BUF,12,9,16,207,2,0,0,0,0,0,0,0,7,0,35,92,0,2,1,4,0,9,15,207,2,0,0,0,0,7,0,0,56.18,65.18
1999,BUF,14,15,32,184,1,1,3,23,1,1,0,0,8,0,28,76,1,0,0,5,0,15,32,184,1,0,0,0,0,8,0,0,45.36,60.36
1999,BUF,15,21,31,239,2,2,2,22,0,0,0,0,12,0,41,159,1,0,0,13,0,21,29,239,2,0,0,0,0,12,0,1,77.36,98.36
1999,BUF,16,22,35,212,0,0,3,6,0,0,0,0,11,0,41,168,1,2,2,10,0,22,35,212,0,1,1,0,0,11,0,0,46.480000000000004,68.48
1999,BUF,17,24,32,287,2,0,0,0,0,0,0,0,15,0,31,132,2,0,0,7,0,24,32,287,2,0,0,0,0,15,0,0,85.38,109.38
1999,BUF,18,10,22,131,0,0,6,34,2,1,0,0,6,0,27,123,2,0,0,6,0,10,22,131,0,0,0,0,0,6,0,0,40.64,50.64
1999,CAR,1,16,32,207,1,1,7,46,1,1,0,0,9,0,16,85,0,0,0,3,0,16,30,207,1,0,0,0,0,9,0,0,43.48,59.48
1999,CAR,2,15,25,200,3,1,4,20,0,0,0,0,10,0,18,87,0,0,0,5,0,15,24,200,3,0,0,0,0,10,0,0,64.7,79.7
1999,CAR,3,17,23,204,1,0,1,7,1,0,0,0,10,0,18,146,2,1,1,3,0,17,22,204,1,0,0,0,0,10,0,0,63.160000000000004,80.16
1999,CAR,4,23,47,334,1,1,2,6,0,0,0,0,16,0,19,155,3,0,0,7,0,23,46,337,1,0,0,0,12,16,0,0,88.56,111.56
1999,CAR,6,23,36,300,4,3,2,18,0,0,0,0,14,0,27,101,0,1,1,4,0,23,36,300,4,0,0,0,89,14,0,0,84.1,107.1
1999,CAR,7,26,47,299,0,1,4,40,1,1,0,0,14,0,21,61,0,0,0,5,0,26,47,299,0,1,0,0,0,14,0,0,43.96,69.96
1999,CAR,8,21,35,256,0,3,5,23,0,0,0,0,12,0,18,63,1,1,1,4,0,21,32,256,0,0,0,0,0,12,0,1,46.14,67.14
1999,CAR,9,21,35,281,3,0,2,11,0,0,0,0,13,0,36,90,0,0,0,9,0,21,33,281,3,0,0,0,0,13,0,0,78.34,99.34
1999,CAR,10,23,36,283,1,2,6,26,0,0,0,0,13,0,23,117,0,0,0,4,0,23,36,283,1,1,1,0,0,13,0,0,55.32,78.32000000000001
1999,CAR,11,23,30,210,2,0,2,9,0,0,0,0,12,0,30,123,2,0,0,8,0,23,30,210,2,1,1,0,0,12,0,0,71.7,94.7
1999,CAR,12,18,27,262,3,0,2,8,1,0,0,0,14,0,38,126,1,1,1,5,0,18,27,262,3,0,0,0,0,14,0,0,83.28,101.28
1999,CAR,13,21,41,266,3,1,4,14,2,1,0,0,11,0,16,55,0,1,0,3,0,21,41,266,3,0,0,0,0,11,0,0,68.74,89.74
1999,CAR,14,28,41,369,3,0,1,5,1,1,0,0,17,0,11,8,0,1,1,0,0,28,41,369,3,0,0,0,0,17,0,0,78.46,106.46
1999,CAR,15,27,38,368,4,0,1,6,0,0,0,0,16,0,26,90,1,0,0,8,0,27,38,368,4,0,0,0,0,16,0,0,106.52,133.52
1999,CAR,16,18,35,263,2,1,1,7,0,0,0,0,10,0,19,105,1,2,2,5,0,18,35,263,2,0,0,0,0,10,0,0,67.32000000000001,85.32
1999,CAR,17,22,41,322,5,0,6,34,1,1,0,0,15,0,14,67,0,0,0,2,0,22,41,322,5,0,0,0,0,15,0,1,105.78,127.78
1999,CHI,1,31,46,322,2,0,1,15,1,1,0,0,16,0,28,81,0,0,0,6,0,31,46,322,2,0,0,0,0,16,0,0,71.18,102.18
1999,CHI,2,22,43,208,0,0,3,20,0,0,0,0,11,0,30,115,1,1,1,7,0,22,43,208,0,0,0,0,0,11,0,0,44.620000000000005,66.62
1999,CHI,3,22,34,211,2,1,3,18,2,1,0,0,9,0,15,33,0,0,0,1,0,22,34,211,2,1,1,0,0,9,0,0,46.84,68.84
1999,CHI,4,25,43,224,2,2,3,12,1,1,0,0,11,0,28,112,0,1,1,8,0,25,43,224,2,1,1,0,0,11,0,0,52.56,77.56
1999,CHI,5,27,41,270,2,0,1,3,0,0,0,0,15,0,32,92,0,0,0,5,0,27,41,270,2,0,0,0,0,15,0,0,67.0,94.0
1999,CHI,6,17,32,255,1,2,4,16,0,0,0,0,10,0,28,103,0,1,0,4,0,17,32,255,1,0,0,0,102,10,0,0,52.0,69.0
1999,CHI,7,19,44,199,0,1,2,10,1,0,0,0,9,0,24,86,0,0,0,6,0,19,43,199,0,0,0,0,0,9,0,0,34.46,53.46
1999,CHI,8,36,62,385,3,4,3,14,0,0,0,0,17,0,26,74,0,2,1,5,1,36,57,385,3,0,0,0,0,17,0,0,83.3,119.3
1999,CHI,9,18,34,157,1,3,1,6,0,0,0,0,9,0,29,160,1,1,1,9,0,18,34,157,1,1,0,0,0,9,0,0,45.98,63.98
1999,CHI,10,34,48,422,3,1,3,15,2,1,0,0,16,0,22,49,0,0,0,4,0,34,48,422,3,1,0,0,232,16,0,0,89.98,123.98
1999,CHI,11,25,38,357,1,0,1,2,0,0,0,0,13,0,28,75,1,1,0,4,0,25,38,357,1,1,1,0,0,13,0,0,71.48,96.48
1999,CHI,12,24,38,195,2,1,2,20,0,0,0,0,11,0,12,52,0,1,0,1,0,24,38,195,2,0,0,0,0,11,0,0,50.5,74.5
1999,CHI,13,21,39,226,0,1,3,20,0,0,0,0,10,0,22,76,1,2,1,4,0,21,39,226,0,1,0,0,0,10,0,0,41.24,62.239999999999995
1999,CHI,15,26,35,288,4,2,2,9,0,0,0,0,16,0,31,101,0,0,0,8,0,26,35,288,4,1,0,0,174,16,0,0,86.42,112.42
1999,CHI,16,32,55,391,2,2,4,26,1,1,0,0,20,0,17,69,0,1,0,3,0,32,54,391,2,0,0,0,0,20,0,0,75.64,107.64
1999,CHI,17,20,41,196,0,0,2,10,1,1,0,0,8,0,18,71,0,1,0,5,0,20,40,196,0,0,0,0,0,8,0,0,32.54,52.540000000000006
1999,CIN,1,19,33,193,2,2,1,0,0,0,0,0,14,2,41,201,2,1,0,12,0,19,32,193,2,0,0,0,0,14,2,0,83.12,102.12
1999,CIN,2,17,33,168,1,1,3,35,2,1,0,0,6,0,16,46,0,2,1,3,0,17,30,168,1,0,0,0,0,6,0,0,32.120000000000005,49.12
1999,CIN,3,24,43,251,0,1,3,8,0,0,0,0,13,0,27,124,0,0,0,7,0,24,43,251,0,0,0,0,0,13,0,0,45.54,69.54
1999,CIN,4,18,40,179,0,1,3,26,0,0,0,0,12,0,26,92,1,0,0,4,0,18,39,179,0,0,0,0,0,12,0,0,38.26,56.26
1999,CIN,5,25,40,221,2,0,4,17,0,0,0,0,10,0,34,203,0,0,0,11,0,25,39,221,2,0,0,0,0,10,0,0,71.24,96.24
1999,CIN,6,19,38,207,0,2,4,30,1,0,0,0,9,0,20,84,0,0,0,4,0,19,35,207,0,0,0,0,0,9,0,0,33.38,52.379999999999995
1999,CIN,7,16,30,164,0,0,5,25,0,0,0,0,6,0,25,96,0,0,0,5,0,16,30,164,0,0,0,0,0,6,0,0,32.56,48.56
1999,CIN,8,19,35,220,1,2,4,21,0,0,0,0,10,0,22,92,0,1,1,4,0,19,34,220,1,0,0,0,0,10,0,0,44.0,63.0
1999,CIN,9,20,38,302,1,2,1,8,1,0,0,0,11,0,22,102,1,0,0,7,0,20,37,302,1,0,0,0,0,11,0,0,64.48,84.47999999999999
1999,CIN,10,17,31,218,1,0,7,39,2,2,0,0,12,0,19,67,0,0,0,1,0,17,31,218,1,1,1,0,0,12,0,1,47.22,64.22
1999,CIN,11,20,39,246,3,2,0,0,0,0,0,0,11,0,22,98,0,0,0,5,0,20,36,246,3,0,0,0,0,11,0,1,76.24,96.24
1999,CIN,12,15,28,241,1,1,2,6,0,0,0,0,7,0,35,180,1,1,0,11,0,15,28,241,1,0,0,0,0,7,0,0,65.74,80.74
1999,CIN,13,21,30,334,4,0,2,9,0,0,0,0,15,0,28,151,1,1,0,9,0,21,29,334,4,0,0,0,0,15,0,0,107.86,128.85999999999999
1999,CIN,14,12,23,180,1,0,0,0,0,0,0,0,9,0,51,255,4,4,1,14,0,12,22,180,1,0,0,0,0,9,0,1,88.7,100.7
1999,CIN,16,20,36,187,0,2,7,39,2,1,0,0,9,0,25,93,0,1,0,5,0,20,36,187,0,0,0,0,0,9,0,0,29.48,49.480000000000004
1999,CIN,17,13,22,141,0,2,3,15,0,0,0,0,5,0,18,110,1,0,0,6,0,13,22,141,0,0,0,0,0,5,0,0,32.74,45.739999999999995
1999,CLE,1,6,16,52,0,2,3,21,1,1,0,0,2,0,9,9,0,0,0,0,0,6,13,52,0,0,0,0,0,2,0,0,2.18,8.18
1999,CLE,2,12,24,134,1,0,7,44,1,1,0,0,6,0,16,83,0,0,0,6,0,12,24,134,1,1,0,0,0,6,0,0,35.06,47.06
1999,CLE,3,12,30,122,1,1,4,34,1,1,0,0,3,0,24,100,0,0,0,5,0,12,29,122,1,0,0,0,0,3,0,0,33.08,45.08
1999,CLE,4,13,28,201,1,0,4,21,0,0,0,0,8,0,19,60,0,1,0,3,0,13,27,201,1,0,0,0,0,8,0,0,44.14,57.14
1999,CLE,5,15,27,164,0,1,3,20,1,0,0,0,6,0,23,80,2,1,0,6,0,15,27,164,0,0,0,0,0,6,0,0,40.96,55.96
1999,CLE,6,17,22,150,1,0,4,31,0,0,0,0,9,0,28,113,0,2,1,4,0,17,21,150,1,0,0,0,35,9,0,0,40.3,57.3
1999,CLE,7,22,40,185,0,2,1,7,0,0,0,0,10,0,15,94,0,0,0,3,0,22,40,185,0,0,0,0,0,10,0,0,31.3,53.3
1999,CLE,8,11,19,193,3,0,2,12,0,0,0,0,7,0,21,62,0,0,0,2,0,11,19,193,3,0,0,0,0,7,0,0,63.22,74.22
1999,CLE,9,16,36,138,1,2,3,24,0,0,0,0,5,0,20,56,0,2,0,3,0,16,32,138,1,0,0,0,0,5,0,0,30.92,46.92
1999,CLE,10,17,25,176,2,0,6,38,1,1,0,0,7,0,20,72,0,0,0,4,0,17,25,176,2,0,0,0,0,7,0,0,49.839999999999996,66.84
1999,CLE,11,29,45,259,1,2,1,2,0,0,0,0,15,0,18,48,1,1,0,4,0,29,44,259,1,0,0,0,0,15,0,0,53.06,82.06
1999,CLE,12,19,35,262,2,0,7,34,1,1,0,0,12,0,24,81,1,2,0,5,0,19,35,262,2,1,0,0,0,12,0,0,68.78,87.78
1999,CLE,13,17,29,181,1,2,6,37,1,0,0,0,8,0,16,55,0,0,0,3,0,17,28,181,1,0,0,0,0,8,0,0,36.84,53.84
1999,CLE,14,22,41,328,3,2,3,16,0,0,0,0,14,0,11,11,1,1,1,2,1,22,38,328,3,0,0,0,0,14,0,0,79.02000000000001,101.02
1999,CLE,15,24,41,241,1,0,6,44,0,0,0,0,12,0,20,72,1,1,1,5,0,24,40,241,1,0,0,0,0,12,0,0,54.94,78.94
1999,CLE,16,15,26,173,1,0,0,0,0,0,0,0,8,0,26,141,3,0,0,9,0,15,26,173,1,0,0,0,0,8,0,0,66.32,81.32
1999,DAL,1,27,48,355,5,3,1,7,0,0,0,0,15,0,34,186,1,1,0,13,0,27,48,355,5,0,0,0,0,15,0,0,118.3,145.3
1999,DAL,2,9,21,101,0,2,2,11,0,0,0,0,3,0,37,134,2,0,0,8,0,9,20,101,0,0,0,0,0,3,0,0,35.54,44.54
1999,DAL,4,14,19,186,2,0,0,0,0,0,0,0,8,0,39,114,1,2,1,8,0,14,19,186,2,0,0,0,0,8,0,0,61.440000000000005,75.44
1999,DAL,5,21,38,177,1,2,1,7,0,0,0,0,7,0,32,130,0,2,1,10,0,21,38,177,1,0,0,0,0,7,0,0,41.78,62.78
1999,DAL,6,19,31,260,0,1,3,16,0,0,0,0,10,0,25,24,1,1,0,2,0,19,31,260,0,0,0,0,0,10,0,0,42.8,61.8
1999,DAL,7,20,32,244,2,0,0,0,0,0,0,0,11,0,33,102,2,0,0,8,0,20,32,244,2,1,1,0,0,11,0,1,80.36,100.36
1999,DAL,8,19,25,159,0,0,5,30,2,1,0,0,8,0,26,103,3,0,0,10,0,19,25,159,0,0,0,0,0,8,0,0,48.56,67.56
1999,DAL,9,17,35,133,0,1,2,10,1,0,0,0,7,0,24,205,2,0,0,6,0,17,35,133,0,0,0,0,0,7,0,0,49.12,66.12
1999,DAL,10,13,23,199,2,0,2,9,0,0,0,0,10,0,33,145,0,2,2,6,0,13,23,199,2,0,0,0,0,10,0,0,58.36,71.36
1999,DAL,11,16,29,111,1,0,2,9,0,0,0,0,3,0,33,158,0,0,0,10,0,16,27,111,1,0,0,0,0,3,0,0,41.339999999999996,57.339999999999996
1999,DAL,12,15,26,215,1,0,1,9,0,0,0,0,7,0,34,101,0,0,0,6,0,15,26,215,1,0,0,0,0,7,0,0,50.2,65.2
1999,DAL,13,20,29,160,0,0,3,20,1,0,0,0,7,0,23,63,0,1,0,5,0,20,29,160,0,0,0,0,0,7,0,0,28.7,48.7
1999,DAL,14,22,40,242,1,0,1,17,1,0,0,0,11,0,31,112,1,1,1,9,0,22,40,242,1,0,0,0,0,11,0,0,59.08,81.08
1999,DAL,15,12,27,158,1,1,1,6,0,0,0,0,5,0,31,195,2,0,0,11,0,12,27,158,1,0,0,0,0,5,0,0,61.62,73.62
1999,DAL,16,23,39,246,2,2,0,0,0,0,0,0,12,0,25,121,1,0,0,9,0,23,38,246,2,1,1,0,0,12,0,0,66.53999999999999,89.54
1999,DAL,17,23,33,288,2,0,0,0,0,0,0,0,13,0,29,149,0,0,0,7,0,23,33,288,2,0,0,0,0,13,0,0,75.22,98.22
1999,DAL,18,22,36,286,0,0,1,8,0,0,0,0,12,0,16,111,1,0,0,4,0,22,36,286,0,2,2,0,0,12,0,0,53.14,75.14
1999,DEN,1,24,40,270,3,0,2,30,1,1,0,0,17,0,26,113,0,1,0,5,0,24,39,270,3,0,0,0,9,17,0,0,77.1,101.1
1999,DEN,2,20,31,172,0,2,2,16,1,1,0,0,10,0,26,88,1,3,1,4,0,20,29,172,0,0,0,0,0,10,0,0,30.880000000000003,50.88
1999,DEN,3,14,27,132,1,1,2,12,1,0,0,0,5,0,20,53,0,1,0,3,0,14,27,132,1,0,0,0,0,5,0,0,31.78,45.78
1999,DEN,4,18,36,234,0,5,1,16,1,1,0,0,8,0,29,108,1,0,0,8,0,18,33,234,0,0,0,0,0,8,0,0,37.56,55.56
1999,DEN,5,17,30,234,1,1,2,13,0,0,0,0,10,0,27,80,0,1,0,5,0,17,30,234,1,1,1,0,0,10,0,0,46.760000000000005,63.76
1999,DEN,6,19,30,363,2,1,0,0,1,0,0,0,15,0,51,151,2,0,0,11,0,19,29,363,2,0,0,0,0,15,0,0,95.92,114.92
1999,DEN,7,25,38,316,1,0,3,7,0,0,0,0,13,0,27,133,1,1,0,7,0,25,38,316,1,0,0,0,0,13,0,0,73.54,98.53999999999999
1999,DEN,8,24,39,274,1,1,4,18,0,0,0,0,14,0,30,135,1,2,2,9,1,24,36,274,1,0,0,0,0,14,0,0,63.86,87.86
1999,DEN,9,13,23,151,0,0,5,39,1,0,0,0,7,0,31,114,2,0,0,8,0,13,22,151,0,0,0,0,0,7,0,0,44.54,57.54
1999,DEN,10,20,30,239,2,1,1,3,0,0,0,0,9,0,31,87,0,0,0,6,0,20,30,239,2,0,0,0,0,9,0,0,60.16,80.16
1999,DEN,11,18,41,182,0,0,2,11,0,0,0,0,9,0,30,120,2,3,1,7,0,18,39,182,0,0,0,0,0,9,0,0,47.48,65.48
1999,DEN,13,19,35,219,0,1,2,19,0,0,0,0,8,0,18,83,1,0,0,5,0,19,33,219,0,0,0,0,0,8,0,0,42.96,61.96
1999,DEN,14,20,32,274,2,2,1,7,1,0,0,0,12,0,27,90,1,2,0,5,0,20,32,274,2,0,0,0,0,12,0,0,69.36,89.36
1999,DEN,15,20,38,180,2,2,2,10,0,0,0,0,11,0,32,240,0,0,0,10,0,20,38,180,2,0,0,0,0,11,0,1,71.2,91.2
1999,DEN,16,21,29,154,1,1,1,6,0,0,0,0,6,0,36,204,1,0,0,12,0,21,28,154,1,0,0,0,0,6,0,0,55.96,76.96
1999,DEN,17,23,44,211,0,0,4,20,0,0,0,0,11,0,21,44,0,2,1,2,0,23,44,211,0,0,0,0,0,11,0,0,31.939999999999998,54.94
1999,DET,1,16,26,216,3,1,5,14,0,0,0,0,10,0,36,167,0,0,0,9,0,16,26,216,3,1,0,0,0,10,0,0,74.94,90.94
1999,DET,2,8,15,174,2,2,4,23,0,0,0,0,5,0,32,82,1,2,0,3,0,8,14,174,2,0,0,0,0,5,0,0,54.56,62.56
1999,DET,3,16,34,213,2,2,4,20,0,0,0,0,11,1,22,118,1,0,0,6,0,16,30,213,2,0,0,0,0,11,1,0,67.62,83.62
1999,DET,5,21,38,230,1,1,6,38,0,0,0,0,7,0,24,37,0,2,2,6,0,21,37,230,1,0,0,0,0,7,0,0,39.9,60.9
1999,DET,6,24,40,210,0,0,4,21,0,0,0,0,13,0,25,110,0,1,1,5,0,24,36,210,0,0,0,0,0,13,0,0,38.4,62.400000000000006
1999,DET,7,15,26,206,2,1,0,0,0,0,0,0,12,0,27,90,1,0,0,5,0,15,26,206,2,0,0,0,0,12,0,0,61.839999999999996,76.84
1999,DET,8,10,19,128,0,0,3,19,0,0,0,0,5,0,24,147,1,0,0,6,0,10,19,128,0,0,0,0,0,5,0,0,38.620000000000005,48.62
1999,DET,9,22,36,357,3,0,7,46,2,0,0,0,14,1,20,21,0,1,0,1,0,22,35,357,3,0,0,0,0,14,1,0,86.08,108.08
1999,DET,10,24,39,375,2,0,5,44,1,0,0,0,13,0,14,42,0,0,0,2,0,24,39,375,2,1,1,0,0,13,0,0,74.7,98.7
1999,DET,11,20,39,225,1,2,0,0,0,0,0,0,13,0,23,110,1,0,0,4,0,20,35,225,1,0,0,0,0,13,0,0,54.5,74.5
