season,recent_team,week,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_2pt_conversions,special_teams_tds,fantasy_points,fantasy_points_ppr
1999,SEA,7,17,30,276,2,0,1,1,0,0,0,0,11,0,32,110,0,0,0,5,0,17,30,276,2,0,0,0,0,11,0,0,69.64,86.64
1999,SEA,8,12,19,109,2,0,2,19,1,0,0,0,7,0,36,132,0,1,1,4,0,12,19,109,2,1,0,0,0,7,0,0,46.46,58.46
1999,SEA,9,14,24,202,3,2,2,15,0,0,0,0,11,0,36,168,1,1,0,12,0,14,24,202,3,0,0,0,0,11,0,0,77.08,91.08
1999,SEA,10,16,30,235,2,1,1,5,0,0,0,0,11,0,21,41,0,1,0,3,0,16,30,235,2,0,0,0,0,11,0,0,55.0,71.0
1999,SEA,11,14,33,235,2,1,0,0,0,0,0,0,11,0,31,130,2,2,1,7,0,14,30,235,2,0,0,0,0,11,0,0,73.9,87.9
1999,SEA,12,19,43,197,0,5,3,27,2,1,0,0,8,0,22,89,0,0,0,7,0,19,34,197,0,0,0,0,0,8,0,0,24.48,43.48
1999,SEA,13,22,38,245,2,2,1,11,0,0,0,0,15,0,19,90,1,1,1,4,0,22,38,245,2,1,1,0,0,15,0,0,61.3,83.3
1999,SEA,14,25,40,285,1,1,3,14,0,0,0,0,16,0,21,76,0,1,1,3,0,25,38,285,1,0,0,0,0,16,0,0,53.5,78.5
1999,SEA,15,22,42,278,2,0,2,21,2,2,0,0,12,0,17,114,1,0,0,4,0,22,41,278,2,0,0,0,0,12,0,0,72.32,94.32
1999,SEA,16,18,29,216,2,0,3,9,0,0,0,0,12,0,28,60,0,0,0,1,0,18,29,216,2,0,0,0,0,12,0,0,56.239999999999995,74.24
1999,SEA,17,21,44,237,0,2,1,4,0,0,0,0,13,0,12,33,0,0,0,1,0,21,43,237,0,0,0,0,0,13,0,0,32.480000000000004,53.480000000000004
1999,SEA,18,13,29,148,1,2,6,32,0,0,0,0,9,0,20,41,0,0,0,0,0,13,28,148,1,0,0,0,0,9,0,1,36.82,49.82
1999,SF,1,14,34,141,0,3,4,32,1,1,0,0,6,0,20,94,0,1,0,3,0,14,33,141,0,0,0,0,0,6,0,0,21.14,35.14
1999,SF,2,23,35,258,2,1,5,35,0,0,0,0,9,0,23,88,1,0,0,8,0,23,35,258,2,0,0,0,0,9,0,0,68.92,91.92
1999,SF,3,18,29,122,1,1,1,10,0,0,0,0,7,0,35,203,2,0,0,9,0,18,28,122,1,1,0,0,0,7,0,0,57.379999999999995,75.38
1999,SF,4,21,33,243,2,0,1,0,0,0,0,0,13,0,26,86,1,0,0,4,0,21,33,243,2,0,0,0,0,13,0,0,68.62,89.62
1999,SF,5,22,36,233,0,3,0,0,0,0,0,0,13,0,21,72,1,0,0,3,0,22,36,233,0,0,0,0,0,13,0,0,39.82,61.82
1999,SF,6,22,45,236,1,0,3,27,1,1,0,0,15,0,24,124,0,1,0,5,0,22,44,236,1,1,1,0,103,15,0,0,51.44,73.44
1999,SF,7,18,35,201,0,2,3,23,1,0,0,0,8,0,19,73,0,0,0,5,0,18,35,201,0,1,0,0,0,8,0,0,31.44,49.44
1999,SF,9,12,32,93,0,0,1,3,0,0,0,0,4,0,32,211,0,1,1,10,0,12,32,93,0,0,0,0,0,4,0,0,32.12,44.12
1999,SF,10,18,32,157,0,1,2,17,1,0,0,0,7,0,19,94,0,0,0,7,0,18,31,157,0,0,0,0,0,7,0,0,29.38,47.38
1999,SF,11,15,27,197,0,3,7,52,2,1,0,0,7,0,25,106,1,2,0,6,0,15,27,197,0,1,1,0,0,7,0,0,34.18,49.18
1999,SF,12,19,35,195,0,1,2,10,1,0,0,0,8,0,22,127,0,1,1,5,0,19,35,195,0,0,0,0,0,8,0,0,36.0,55.00000000000001
1999,SF,13,32,47,430,3,1,0,0,0,0,0,0,24,0,23,105,1,1,1,5,0,32,44,430,3,1,0,0,0,24,0,0,102.7,134.70000000000002
1999,SF,14,17,25,169,0,0,2,16,0,0,0,0,9,0,44,181,3,0,0,12,0,17,25,169,0,0,0,0,0,9,0,0,59.76,76.75999999999999
1999,SF,15,29,46,303,2,1,2,6,0,0,0,0,14,0,18,100,1,1,0,4,0,29,43,303,2,0,0,0,0,14,0,0,76.42,105.42
1999,SF,16,16,29,165,1,1,0,0,0,0,0,0,11,0,37,250,1,1,1,10,0,16,29,165,1,0,0,0,0,11,0,0,60.099999999999994,76.1
1999,SF,17,25,32,355,2,0,1,10,1,1,0,0,16,1,24,143,2,0,0,5,0,25,32,355,2,0,0,0,0,16,1,0,98.0,123.0
1999,TB,1,18,42,188,1,4,2,11,1,1,0,0,11,0,27,77,0,0,0,4,0,18,39,188,1,1,0,0,0,11,0,0,34.019999999999996,52.02
1999,TB,2,7,14,89,2,2,2,25,0,0,0,0,5,0,44,156,0,0,0,9,0,7,14,89,2,0,0,0,0,5,0,0,44.06,51.06
1999,TB,3,14,18,126,0,0,7,57,0,0,0,0,8,0,42,165,1,1,1,7,0,14,18,126,0,0,0,0,0,8,0,0,38.14,52.14
1999,TB,4,25,39,301,2,1,3,15,1,1,0,0,16,0,23,83,0,0,0,4,0,25,38,301,2,0,0,0,0,16,0,0,66.44,91.44
1999,TB,5,16,25,110,1,2,2,10,1,1,0,0,8,0,32,173,1,0,0,11,0,16,24,110,1,0,0,0,0,8,0,0,42.7,58.7
1999,TB,7,16,27,121,0,0,2,20,1,0,0,0,4,0,28,124,0,0,0,7,0,16,27,121,0,0,0,0,0,4,0,0,29.34,45.34
1999,TB,8,29,43,256,0,0,5,36,1,1,0,0,12,0,22,72,0,1,1,4,0,29,43,256,0,0,0,0,0,12,0,0,39.04,68.04
1999,TB,9,15,20,227,3,0,1,2,1,1,0,0,10,0,40,156,1,1,1,8,0,15,20,227,3,0,0,0,1,10,0,0,79.38,94.38
1999,TB,10,17,27,270,2,1,0,0,0,0,0,0,10,0,35,107,0,4,4,3,0,17,26,270,2,0,0,0,0,10,0,0,58.5,75.5
1999,TB,11,15,31,142,0,1,3,22,0,0,0,0,4,0,27,119,0,0,0,8,0,15,31,142,0,0,0,0,0,4,0,0,29.78,44.78
1999,TB,12,8,18,82,1,0,5,31,0,0,0,0,4,0,36,105,0,1,0,5,0,8,18,82,1,0,0,0,0,4,0,0,31.98,39.980000000000004
1999,TB,13,11,19,93,2,1,2,6,1,1,0,0,5,0,27,103,0,0,0,6,0,11,19,93,2,0,0,0,0,5,0,0,39.32,50.32
1999,TB,14,22,36,229,2,1,3,26,1,1,0,0,10,0,18,39,1,0,0,4,0,22,33,229,2,0,0,0,0,10,0,0,57.96,79.96
1999,TB,15,17,29,142,0,1,4,39,1,1,0,0,5,0,19,34,0,1,1,3,0,17,28,142,0,0,0,0,0,5,0,0,17.28,34.28
1999,TB,16,18,31,150,1,1,0,0,0,0,0,0,9,0,37,124,2,0,0,8,0,18,31,150,1,0,0,0,0,9,0,0,53.4,71.4
1999,TB,17,18,24,178,1,0,1,3,1,0,0,0,10,0,40,143,1,0,0,6,0,18,24,178,1,0,0,0,0,10,0,0,55.22,73.22
1999,TB,19,15,32,157,1,1,2,10,1,0,0,0,7,0,27,44,1,0,0,3,0,15,31,157,1,0,0,0,0,7,0,0,40.38,55.38
1999,TB,20,12,28,131,0,2,5,41,2,0,0,0,6,0,23,77,0,0,0,4,0,12,25,131,0,0,0,0,0,6,0,0,22.04,34.04
1999,TEN,1,21,32,341,3,1,2,7,1,1,0,0,14,0,18,69,1,2,1,6,0,21,32,341,3,1,1,0,0,14,0,0,82.64,103.64
1999,TEN,2,30,39,306,1,0,0,0,0,0,0,0,15,0,34,102,2,1,0,9,0,30,39,306,1,0,0,0,0,15,0,0,75.04,105.03999999999999
1999,TEN,3,17,32,204,2,1,2,13,0,0,0,0,12,0,26,51,0,2,1,2,0,17,32,204,2,0,0,0,0,12,0,0,49.660000000000004,66.66
1999,TEN,4,20,39,355,2,0,3,18,0,0,0,0,12,0,21,55,0,0,0,3,0,20,39,355,2,0,0,0,22,12,0,0,75.2,95.2
1999,TEN,5,23,34,212,1,0,0,0,0,0,0,0,9,0,24,56,1,0,0,5,0,23,34,212,1,0,0,0,0,9,0,0,51.28,74.28
1999,TEN,6,12,25,124,2,2,1,11,1,1,0,0,8,0,35,165,0,0,0,7,0,12,25,124,2,0,0,0,32,8,0,0,47.86,59.86
1999,TEN,8,13,29,186,2,0,1,8,0,0,0,0,9,0,31,103,1,1,0,7,0,13,29,186,2,0,0,0,0,9,0,0,62.34,75.34
1999,TEN,9,22,42,205,0,3,4,15,0,0,0,0,9,0,23,103,0,0,0,5,0,22,39,205,0,0,0,0,0,9,0,0,33.0,55.0
1999,TEN,10,12,25,103,0,0,1,5,0,0,0,0,6,0,36,147,3,1,1,9,0,12,25,103,0,0,0,0,0,6,0,0,45.12,57.12
1999,TEN,11,14,26,149,0,1,0,0,0,0,0,0,6,0,32,112,2,0,0,9,0,14,25,149,0,0,0,0,0,6,0,0,42.06,56.06
1999,TEN,12,18,36,179,0,0,0,0,0,0,0,0,11,0,33,158,3,1,1,10,0,18,36,179,0,0,0,0,0,11,0,1,62.86,80.86
1999,TEN,13,29,51,288,0,2,5,27,0,0,0,0,12,1,13,51,1,0,0,5,0,29,48,288,0,0,0,0,0,12,1,0,51.42,80.42
1999,TEN,14,12,20,114,0,1,2,11,0,0,0,0,5,0,33,204,3,0,0,11,0,12,19,114,0,0,0,0,0,5,0,0,52.36,64.36
1999,TEN,15,16,30,277,2,0,2,9,1,0,0,0,9,0,28,131,1,0,0,5,0,16,30,277,2,0,0,0,0,9,0,0,77.88,93.88
1999,TEN,16,26,39,328,5,0,0,0,0,0,0,0,15,0,35,133,0,0,0,8,0,26,38,328,5,0,0,0,0,15,0,0,109.22,135.22
1999,TEN,17,15,23,216,3,1,2,13,1,1,0,0,12,0,32,135,1,1,0,7,0,15,22,216,3,1,1,0,0,12,0,0,73.74,88.74000000000001
1999,TEN,18,13,24,76,0,1,3,21,0,0,0,0,5,0,39,139,1,1,1,8,0,13,22,76,0,0,0,0,0,5,0,1,32.54,45.54
1999,TEN,19,13,24,112,0,0,0,0,0,0,0,0,5,0,33,197,1,1,1,7,0,13,24,112,0,0,0,0,0,5,0,0,39.38,52.38
1999,TEN,20,13,22,97,1,1,1,0,1,0,0,0,6,0,34,177,2,1,1,8,0,13,22,97,1,1,1,0,0,6,0,1,53.28,66.28
1999,TEN,21,22,36,214,0,0,1,6,0,0,0,0,13,0,35,147,2,0,0,11,0,22,35,214,0,1,0,0,0,13,0,0,56.66,78.66
1999,WAS,1,20,34,382,2,0,2,13,1,1,0,0,14,0,30,135,2,1,1,8,1,20,33,382,2,0,0,0,0,14,0,0,96.97999999999999,116.97999999999999
1999,WAS,2,19,27,220,3,0,0,0,0,0,0,0,13,0,40,159,3,2,0,10,0,19,27,220,3,0,0,0,0,13,0,0,94.7,113.7
1999,WAS,3,17,28,241,0,0,1,4,0,0,0,0,10,0,28,97,3,0,0,7,0,17,28,241,0,0,0,0,0,10,0,0,61.44,78.44
1999,WAS,4,20,33,337,4,0,3,29,0,0,0,0,11,0,31,110,1,0,0,9,0,20,32,337,4,0,0,0,0,11,0,0,104.17999999999999,124.18
1999,WAS,6,24,40,248,1,2,1,5,0,0,0,0,18,0,33,164,1,0,0,6,0,24,39,248,1,1,0,0,0,18,0,0,63.12,87.12
1999,WAS,7,23,35,218,2,0,1,7,0,0,0,0,7,0,14,46,0,0,0,3,0,23,35,218,2,1,0,0,0,7,0,0,55.120000000000005,78.12
1999,WAS,8,17,33,212,2,1,0,0,1,0,0,0,11,0,24,164,3,0,0,6,0,17,30,212,2,0,0,0,0,11,0,0,82.08,99.08
1999,WAS,9,18,36,226,1,1,2,10,1,1,0,0,9,0,13,57,1,0,0,5,0,18,35,226,1,0,0,0,0,9,0,0,49.34,67.34
1999,WAS,10,18,33,313,2,3,4,19,2,2,0,0,9,0,25,118,2,0,0,11,0,18,32,313,2,1,1,0,0,9,0,0,75.62,93.62
1999,WAS,11,16,28,158,0,1,0,0,0,0,0,0,8,0,39,200,1,1,1,10,0,16,27,158,0,0,0,0,0,8,0,0,44.12,60.12
1999,WAS,12,25,36,218,1,1,0,0,0,0,0,0,13,0,32,94,1,1,0,8,0,25,36,218,1,1,0,0,0,13,0,0,53.92,78.92
1999,WAS,13,26,42,249,1,2,5,32,3,1,0,0,10,0,21,116,0,0,0,5,0,26,40,249,1,2,1,0,0,10,0,1,54.46,80.46000000000001
1999,WAS,14,17,31,191,2,2,2,11,1,0,0,0,10,0,44,213,2,0,0,11,0,17,26,191,2,0,0,0,0,10,0,0,76.04,93.04
1999,WAS,15,16,30,237,1,0,4,29,1,0,0,0,11,1,32,151,1,1,0,8,0,16,30,237,1,0,0,0,0,11,1,0,68.28,84.28
1999,WAS,16,32,47,471,2,1,3,17,0,0,0,0,18,0,17,57,1,0,0,5,0,32,47,471,2,2,0,0,0,18,0,0,95.64,127.64
1999,WAS,17,13,20,174,2,0,2,9,0,0,0,0,10,0,29,91,1,1,0,4,0,13,20,174,2,0,0,0,0,10,0,0,59.46,72.46000000000001
1999,WAS,18,14,29,161,1,1,1,8,0,0,0,0,9,0,46,223,2,1,0,11,0,14,27,161,1,0,0,0,0,9,0,0,64.84,78.83999999999999
1999,WAS,19,19,31,146,0,1,3,28,1,1,0,0,8,0,22,44,0,1,0,1,0,19,31,146,0,0,0,0,0,8,0,1,26.84,45.84
